Game_ID,Player,Team,POTM,Team_Won,Team_Home,Team_Batted_First,Team_Total_Runs,Team_Total_Extras,Batter,Bowler,All_Rounder,Runs_Scored,Balls_Faced,Dot_Balls,Fours_Hit,Sixes_Hit,Batted_Inns1,Batted_Inns2,NonStriker_Runs,Overs_Bowled,Legal_Deliveries,Runs_Conceded,Wickets_Total,Wkts_Bowled,Bowled_Catch,LegByes_Thrown,NoBalls_Thrown,Catches_Fielder,RunOuts,Stumpings,Total_Returns,Run_Share,Wicket_Impact,Strike_Rate,Economy_Rate
BBL_S1_M04,Tom Triffitt,Hurricanes,0,1,0,1,140,10,1,0,0,20.0,15.0,4.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,14.285714285714285,0.0,133.33333333333331,0.0
BBL_S1_M04,Rhett Lockyear,Hurricanes,0,1,0,1,140,10,0,0,1,4.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,2.857142857142857,1.0,66.66666666666666,1.0
BBL_S1_M04,Jason Krejza,Hurricanes,0,1,0,1,140,10,0,0,1,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,18.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7142857142857143,1.0,50.0,5.0
BBL_S1_M04,Rana Naved,Hurricanes,0,1,0,1,140,10,0,0,1,4.0,4.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,24.0,27.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.857142857142857,4.0,100.0,6.75
BBL_S1_M04,Xavier Doherty,Hurricanes,0,1,0,1,140,10,0,0,1,2.0,5.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,24.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.4285714285714286,1.0,40.0,3.75
BBL_S1_M04,Ben Hilfenhaus,Hurricanes,1,1,0,1,140,10,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.1,25.0,10.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,2.4
BBL_S1_M04,Ben Laughlin,Hurricanes,0,1,0,1,140,10,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.3,27.0,39.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,8.666666666666666
BBL_S1_M04,Herschelle Gibbs,Scorchers,0,0,1,0,109,7,1,0,0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.834862385321101,0.0,40.0,0.0
BBL_S1_M04,Marcus North,Scorchers,0,0,1,0,109,7,1,0,0,16.0,18.0,8.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.678899082568808,0.0,88.88888888888889,0.0
BBL_S1_M04,Simon Katich,Scorchers,0,0,1,0,109,7,1,0,0,8.0,9.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.339449541284404,0.0,88.88888888888889,0.0
BBL_S1_M04,Michael Hussey,Scorchers,0,0,1,0,109,7,1,0,0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
BBL_S1_M04,Paul Collingwood,Scorchers,0,0,1,0,109,7,0,0,1,4.0,14.0,10.0,0.0,0.0,0.0,1.0,2.0,2.1,13.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,16.0,3.669724770642202,0.0,28.57142857142857,9.230769230769232
BBL_S1_M04,Mitchell Marsh,Scorchers,0,0,1,0,109,7,0,0,1,35.0,38.0,15.0,2.0,1.0,0.0,1.0,22.0,4.2,26.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,32.11009174311927,0.0,92.10526315789474,5.76923076923077
BBL_S1_M04,Luke Ronchi,Scorchers,0,0,1,0,109,7,1,0,0,13.0,16.0,7.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,11.926605504587156,0.0,81.25,0.0
BBL_S1_M04,Brad Hogg,Scorchers,0,0,1,0,109,7,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1,19.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.9174311926605505,1.0,100.0,8.526315789473685
BBL_S1_M04,Nathan Rimmington,Scorchers,0,0,1,0,109,7,0,0,1,22.0,14.0,5.0,0.0,2.0,0.0,1.0,8.0,2.3,15.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,20.18348623853211,1.0,157.14285714285714,2.8
BBL_S1_M04,Michael Beer,Scorchers,0,0,1,0,109,7,0,0,1,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,24.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.9174311926605505,1.0,33.33333333333333,4.5
BBL_S1_M04,Ben Edmondson,Scorchers,0,0,1,0,109,7,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,27.0,40.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,8.88888888888889
